ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Restock_Frequency_Index,Shipment_Frequency_Index
3492,F,Ship,4,2,223,3,medium,M,3,2986,0,2.0,0.4
3493,D,Ship,3,1,185,2,high,F,3,4816,1,1.5,0.5
3494,F,Ship,3,2,166,3,medium,M,9,4897,0,0.3333333333333333,0.5
3495,A,Ship,3,1,113,3,medium,M,1,4857,1,1.2000000000000002,0.5
3496,B,Ship,4,2,134,2,medium,F,7,5967,0,0.42857142857142855,0.4
3497,C,Ship,4,2,228,2,high,F,4,5263,1,1.125,0.4
3498,F,Ship,3,2,204,2,low,F,10,1706,1,0.30000000000000004,0.5
3499,D,Ship,3,2,152,2,medium,F,2,5476,0,1.5,0.5
3500,F,Ship,3,1,195,2,medium,M,9,5779,1,0.3333333333333333,0.5
3501,A,Ship,4,3,192,6,high,F,3,5173,0,1.5,0.4
3502,B,Ship,4,2,247,3,medium,M,8,1163,0,0.375,0.4
3503,C,Ship,3,2,135,2,medium,M,2,4163,0,1.5,0.5
3504,F,Ship,4,2,209,2,medium,F,1,5337,0,3.0,0.4
3505,D,Ship,2,1,173,2,low,M,1,4721,0,1.5,0.6666666666666666
3506,F,Ship,4,2,222,2,low,M,5,5660,0,0.30000000000000004,0.4
3507,A,Ship,4,1,192,3,medium,F,10,4725,1,0.30000000000000004,0.4
3508,B,Ship,3,2,206,3,medium,F,6,5618,0,0.5,0.5
3509,C,Ship,3,1,275,4,medium,M,6,4687,1,1.0,0.5
3510,F,Ship,2,1,192,3,medium,F,8,5787,1,0.75,0.6666666666666666
3511,D,Ship,6,2,121,3,medium,F,10,5208,0,0.30000000000000004,0.2857142857142857
3512,F,Ship,4,2,177,3,low,M,8,2829,1,0.07500000000000001,0.4
3513,A,Ship,3,2,243,3,low,F,2,4989,0,0.75,0.5
3514,B,Ship,3,2,262,4,low,M,1,4745,1,1.5,0.5
3515,C,Ship,2,1,189,3,low,M,3,5844,1,0.5,0.6666666666666666
3516,F,Ship,5,2,178,2,low,F,4,5307,0,0.375,0.3333333333333333
3517,D,Ship,3,2,232,3,medium,F,1,4228,1,3.0,0.5
3518,F,Ship,4,1,254,3,low,M,1,4377,1,1.5,0.4
3519,A,Ship,3,2,148,2,medium,M,5,4082,1,0.6000000000000001,0.5
3520,B,Ship,4,1,253,4,high,M,4,1360,1,2.25,0.4
3521,C,Ship,4,2,223,3,medium,F,9,1581,1,0.3333333333333333,0.4
3522,F,Ship,2,5,190,2,medium,M,7,4075,0,0.42857142857142855,0.6666666666666666
3523,D,Ship,5,2,181,4,low,F,2,5332,0,0.75,0.3333333333333333
3524,F,Ship,2,2,226,3,low,M,8,5119,0,0.1875,0.6666666666666666
3525,A,Ship,3,2,182,2,medium,M,8,4883,0,0.375,0.5
3526,B,Ship,2,2,191,3,medium,F,6,4119,0,0.5,0.6666666666666666
3527,C,Ship,3,2,223,4,low,M,1,5830,0,1.5,0.5
3528,F,Ship,4,4,274,3,medium,M,4,4889,0,0.75,0.4
3529,D,Ship,4,2,218,2,low,M,9,4817,0,0.16666666666666666,0.4
3530,F,Ship,3,2,197,3,low,M,3,5658,0,0.5,0.5
3531,A,Ship,4,3,137,3,low,F,6,5271,1,0.09999999999999996,0.4
3532,B,Ship,2,2,163,3,low,F,3,4833,1,0.5,0.6666666666666666
3533,C,Ship,4,2,218,4,low,M,6,4377,1,0.4999999999999998,0.4
3534,F,Ship,5,1,245,3,low,M,6,4343,1,0.4999999999999998,0.3333333333333333
3535,D,Ship,3,2,181,2,medium,M,2,4089,0,1.5,0.5
3536,F,Road,6,2,222,5,high,F,2,4695,0,2.25,0.4285714285714285
3537,A,Road,4,1,259,2,low,M,7,4390,1,0.2142857142857142,0.6
3538,B,Road,3,1,157,3,medium,F,6,5398,1,0.5,0.75
3539,C,Road,4,2,137,3,medium,F,10,4820,1,0.30000000000000004,0.6
3540,F,Road,3,2,242,3,low,F,8,5844,0,0.1875,0.75
3541,D,Road,4,2,154,4,medium,M,7,4938,0,0.42857142857142855,0.6
3542,F,Road,3,1,150,2,low,F,3,4174,0,0.5,0.75
3543,A,Road,5,1,174,3,medium,F,7,5510,1,0.17142857142857143,0.5
3544,B,Road,5,1,265,3,high,F,3,4244,1,1.5,0.5
3545,C,Road,3,2,248,4,medium,M,8,4540,0,0.375,0.75
3546,F,Road,4,1,186,3,low,M,7,5156,1,0.4285714285714284,0.6
3547,D,Road,4,2,152,3,medium,M,6,5764,1,0.5,0.6
3548,F,Road,3,1,163,3,medium,M,2,5791,1,1.5,0.75
3549,A,Road,4,1,168,4,medium,M,5,5735,1,0.24000000000000005,0.6
3550,B,Road,4,2,102,3,medium,F,3,4666,1,0.4,0.6
3551,C,Road,3,1,169,2,medium,F,1,4783,1,3.0,0.75
3552,F,Road,6,1,163,4,high,M,3,1678,1,1.5,0.4285714285714285
3553,D,Road,2,2,154,3,medium,F,4,5944,0,0.75,1.0
3554,F,Road,3,2,271,2,low,F,3,3084,0,0.5,0.75
3555,A,Road,3,2,182,3,medium,F,7,1957,1,0.42857142857142855,0.75
3556,B,Road,4,1,173,3,low,F,5,1831,1,0.12000000000000002,0.6
3557,C,Road,5,3,244,2,low,M,10,5696,0,0.15000000000000002,0.5
3558,F,Flight,4,2,214,2,low,M,8,4483,0,0.1875,0.2
3559,D,Flight,4,2,210,2,high,M,6,4076,0,0.75,0.2
3560,F,Flight,5,2,194,7,medium,F,10,4189,0,0.30000000000000004,0.1666666666666666
3561,A,Flight,4,2,185,10,high,F,7,4818,1,1.2857142857142856,0.2
3562,B,Flight,3,2,121,2,low,M,10,1708,1,0.15000000000000002,0.25
3563,C,Flight,3,2,203,3,medium,F,3,4137,0,1.0,0.25
3564,F,Flight,2,2,134,10,high,M,8,5472,1,0.225,0.3333333333333333
3565,D,Flight,3,1,263,3,medium,F,9,5665,1,0.3333333333333333,0.25
3566,F,Flight,5,2,279,8,low,F,6,5888,1,0.2499999999999999,0.1666666666666666
3567,A,Flight,4,2,222,3,low,F,5,5584,0,0.30000000000000004,0.2
3568,B,Flight,4,2,233,2,low,M,9,2017,1,0.16666666666666666,0.2
3569,C,Flight,4,2,271,3,low,M,3,4152,0,0.5,0.2
3570,F,Flight,3,3,118,4,low,M,6,5964,0,0.2499999999999999,0.25
3571,D,Flight,3,3,183,2,low,M,5,4261,1,0.6000000000000001,0.25
3572,F,Flight,3,2,217,3,low,F,5,4727,0,0.6000000000000001,0.25
3573,A,Flight,3,1,245,10,medium,M,8,4761,1,0.375,0.25
3574,B,Flight,3,1,143,4,medium,M,5,5545,1,0.6000000000000001,0.25
3575,C,Flight,3,1,149,3,medium,F,3,1574,0,1.0,0.25
3576,F,Flight,4,1,275,6,medium,M,10,1400,1,0.6000000000000001,0.2
3577,D,Flight,4,2,168,4,medium,F,4,5602,1,0.30000000000000004,0.2
3578,F,Flight,4,2,102,3,medium,M,3,4179,1,0.4,0.2
3579,A,Flight,3,2,169,2,medium,F,10,4038,1,0.12000000000000002,0.25
3580,B,Ship,6,1,163,4,high,M,3,1712,1,1.5,0.2857142857142857
3581,C,Ship,2,2,154,3,medium,M,3,4478,0,1.0,0.6666666666666666
3582,F,Ship,3,2,271,2,low,F,8,1355,1,0.1875,0.5
3583,D,Ship,3,1,182,3,medium,F,2,4496,1,1.5,0.5
3584,F,Ship,4,1,173,3,low,F,7,4410,1,0.08571428571428569,0.4
3585,A,Ship,5,2,244,2,low,M,10,5794,0,0.30000000000000004,0.3333333333333333
3586,B,Ship,4,2,214,2,low,M,3,5546,0,1.0,0.4
3587,C,Ship,4,1,210,2,high,F,3,5876,1,1.5,0.4
3588,F,Ship,5,1,194,7,medium,M,8,4770,0,0.75,0.3333333333333333
3589,D,Ship,4,2,185,10,high,M,1,1923,0,4.5,0.4
3590,F,Ship,3,3,121,2,low,M,2,5210,1,0.30000000000000004,0.5
3591,A,Ship,3,2,203,3,medium,M,1,5543,0,6.0,0.5
3592,B,Ship,2,2,134,10,high,F,1,5632,0,4.5,0.6666666666666666
3593,C,Ship,3,1,263,3,medium,M,8,1771,1,0.75,0.5
3594,F,Ship,5,2,279,8,low,M,5,4785,0,0.30000000000000004,0.3333333333333333
3595,D,Ship,4,2,222,3,low,F,3,3812,0,0.5,0.4
3596,F,Ship,4,3,233,2,low,F,5,4668,0,0.30000000000000004,0.4
3597,A,Ship,4,2,271,3,low,M,9,4085,0,0.3333333333333333,0.4
3598,B,Ship,3,3,118,4,low,F,10,4619,1,0.15000000000000002,0.5
3599,C,Ship,3,2,183,2,low,M,3,4179,1,0.5,0.5
3600,F,Ship,3,1,217,3,low,F,5,4883,1,0.6000000000000001,0.5
3601,D,Ship,3,2,245,10,medium,M,1,4220,0,6.0,0.5
3602,F,Ship,3,2,143,4,medium,F,7,5008,0,0.42857142857142855,0.5
3603,A,Ship,3,1,149,3,medium,F,7,4049,1,0.17142857142857143,0.5
3604,B,Ship,4,2,275,6,medium,M,9,5905,0,0.6666666666666666,0.4
3605,C,Ship,7,3,282,5,low,M,5,1149,0,0.30000000000000004,0.25
3606,F,Ship,4,2,276,2,medium,M,3,1966,0,1.0,0.4
3607,D,Ship,4,2,244,3,low,M,6,4424,1,0.2499999999999999,0.4
3608,F,Ship,5,3,258,4,medium,M,7,2036,0,0.42857142857142855,0.3333333333333333
3609,A,Ship,3,2,257,3,low,M,5,5657,0,0.30000000000000004,0.5
3610,B,Ship,4,2,195,5,medium,M,9,5178,1,0.3333333333333333,0.4
3611,C,Ship,2,2,152,4,low,M,6,3147,1,0.09999999999999996,0.6666666666666666
3612,F,Ship,2,1,100,3,low,M,1,5776,1,1.5,0.6666666666666666
3613,D,Ship,4,2,248,2,medium,M,4,1698,0,0.75,0.4
3614,F,Ship,4,2,274,2,low,F,2,4492,1,0.75,0.4
3615,A,Ship,3,1,203,2,low,M,1,1587,0,3.0,0.5
3616,B,Ship,6,2,194,5,low,F,8,5662,0,0.1875,0.2857142857142857
3617,C,Ship,3,4,142,3,low,F,7,4971,1,0.08571428571428569,0.5
3618,F,Ship,4,1,208,5,low,F,7,5833,0,0.4285714285714284,0.4
3619,D,Ship,4,2,237,2,medium,F,6,4430,0,1.0,0.4
3620,F,Ship,3,3,210,2,low,M,9,4580,0,0.16666666666666666,0.5
3621,A,Ship,3,1,158,2,low,M,10,1768,1,0.06000000000000001,0.5
3622,B,Ship,3,2,148,3,low,M,1,5700,0,1.5,0.5
3623,C,Ship,3,2,146,3,high,F,4,5846,1,0.45,0.5
3624,F,Ship,3,2,155,3,low,F,3,5768,0,0.5,0.5
3625,D,Ship,2,1,233,3,medium,M,10,5211,1,0.30000000000000004,0.6666666666666666
3626,F,Ship,3,1,165,2,medium,F,8,4280,1,0.15000000000000002,0.5
3627,A,Ship,4,1,227,3,medium,F,10,5491,1,0.30000000000000004,0.4
3628,B,Ship,5,1,197,4,low,F,6,4184,0,0.2499999999999999,0.3333333333333333
3629,C,Ship,4,2,134,3,medium,M,2,1746,0,1.5,0.4
3630,F,Ship,5,2,134,2,low,M,9,5045,1,0.06666666666666667,0.3333333333333333
3631,D,Ship,4,1,194,2,low,M,3,4724,1,1.0,0.4
3632,F,Ship,3,2,172,3,low,F,4,4337,1,0.15000000000000002,0.5
3633,A,Ship,3,2,205,2,medium,F,2,4883,0,1.5,0.5
3634,B,Ship,3,2,191,5,low,F,9,5196,1,0.16666666666666666,0.5
3635,C,Ship,3,1,225,4,low,M,10,1809,0,0.15000000000000002,0.5
3636,F,Ship,5,2,152,6,medium,M,2,4915,1,1.5,0.3333333333333333
3637,D,Ship,5,1,249,3,medium,M,10,5001,1,0.6000000000000001,0.3333333333333333
3638,F,Ship,5,2,136,3,low,M,4,4218,1,0.15000000000000002,0.3333333333333333
3639,A,Ship,3,2,146,5,high,F,7,4538,0,0.6428571428571428,0.5
3640,B,Ship,5,2,259,2,medium,M,1,4186,0,6.0,0.3333333333333333
3641,C,Ship,3,2,159,3,medium,M,4,5577,1,0.30000000000000004,0.5
3642,F,Ship,5,1,162,3,medium,M,5,1892,1,0.24000000000000005,0.3333333333333333
3643,D,Ship,4,2,205,4,low,F,6,1569,0,0.2499999999999999,0.4
3644,F,Ship,5,1,155,3,medium,F,6,5488,1,0.5,0.3333333333333333
3645,A,Ship,4,2,171,4,medium,F,4,1487,1,0.30000000000000004,0.4
3646,B,Ship,3,1,244,3,medium,F,1,4352,1,6.0,0.5
3647,C,Ship,5,1,135,3,medium,M,2,5735,1,1.5,0.3333333333333333
3648,F,Ship,4,2,147,3,low,F,5,3332,1,0.12000000000000002,0.4
3649,D,Ship,3,1,245,2,low,F,4,4514,1,0.75,0.5
3650,F,Ship,5,2,266,6,low,F,5,5481,0,0.30000000000000004,0.3333333333333333
3651,A,Ship,3,2,165,3,low,M,3,1449,1,0.2,0.5
3652,B,Ship,4,1,226,3,medium,M,1,5433,1,3.0,0.4
3653,C,Ship,5,2,185,3,medium,F,1,4925,0,3.0,0.3333333333333333
3654,F,Ship,5,2,267,3,low,M,9,5258,1,0.16666666666666666,0.3333333333333333
3655,D,Ship,5,1,169,3,low,F,9,4289,1,0.06666666666666667,0.3333333333333333
3656,F,Ship,4,1,191,3,high,F,6,5335,1,0.75,0.4
3657,A,Ship,3,1,187,3,medium,M,2,5154,1,1.5,0.5
3658,B,Ship,3,2,265,6,low,M,9,5936,0,0.3333333333333333,0.5
3659,C,Ship,3,2,243,3,medium,F,8,5967,0,0.375,0.5
3660,F,Ship,6,2,166,3,low,F,2,5559,1,0.30000000000000004,0.2857142857142857
3661,D,Ship,5,2,249,2,medium,M,3,4440,0,2.0,0.3333333333333333
3662,F,Ship,4,2,271,2,low,F,1,4866,0,1.5,0.4
3663,A,Ship,4,2,272,2,medium,F,5,4681,1,0.6000000000000001,0.4
3664,B,Ship,4,2,226,2,low,F,8,4526,0,0.1875,0.4
3665,C,Ship,3,2,250,5,medium,M,8,1943,1,0.375,0.5
3666,F,Ship,2,2,135,6,medium,F,9,3463,1,0.13333333333333333,0.6666666666666666
3667,D,Ship,4,2,274,3,high,F,3,4202,1,1.5,0.4
3668,F,Ship,4,2,184,3,medium,F,2,4124,1,3.0,0.4
3669,A,Ship,2,1,139,2,medium,F,2,4520,1,1.5,0.6666666666666666
3670,B,Ship,3,2,198,2,low,M,8,5981,1,0.375,0.5
3671,C,Ship,4,2,168,2,medium,M,1,5002,0,3.0,0.4
3672,F,Ship,4,2,245,4,medium,M,4,1916,1,0.75,0.4
3673,D,Road,4,1,251,3,low,F,4,1089,1,0.75,0.6
3674,F,Road,4,3,153,2,medium,M,9,4741,0,0.3333333333333333,0.6
3675,A,Road,5,2,142,4,medium,F,2,4735,1,1.5,0.5
3676,B,Road,4,3,148,3,low,M,5,5279,0,0.30000000000000004,0.6
3677,C,Road,4,3,273,5,low,F,1,2644,0,3.0,0.6
3678,F,Road,3,2,180,6,low,M,5,4802,1,0.6000000000000001,0.75
3679,D,Road,3,1,158,3,low,F,2,5205,1,0.75,0.75
3680,F,Road,4,2,240,2,medium,F,2,5588,0,1.5,0.6
3681,A,Road,4,2,174,3,low,M,7,5016,1,0.08571428571428569,0.6
3682,B,Road,4,2,186,3,low,M,6,4524,0,0.2499999999999999,0.6
3683,C,Road,5,2,174,3,high,F,9,5431,1,0.5,0.5
3684,F,Road,4,2,260,4,low,M,10,5525,1,0.15000000000000002,0.6
3685,D,Road,4,1,258,2,low,F,2,4308,0,0.75,0.6
3686,F,Road,4,2,262,2,medium,M,3,1845,1,1.0,0.6
3687,A,Road,4,1,197,3,low,M,4,5800,0,0.375,0.6
3688,B,Road,4,1,238,3,low,M,4,5449,1,0.75,0.6
3689,C,Road,3,2,168,2,low,F,9,4427,1,0.06666666666666667,0.75
3690,F,Road,4,1,266,3,low,M,9,5621,1,0.16666666666666666,0.6
3691,D,Road,4,2,251,3,high,F,5,5460,0,1.7999999999999998,0.6
3692,F,Road,3,2,272,2,low,M,3,5956,1,0.5,0.75
3693,A,Road,5,2,203,2,medium,M,4,4014,1,1.5,0.5
3694,B,Road,5,2,168,3,low,M,6,4096,1,0.09999999999999996,0.5
3695,C,Flight,3,2,138,3,medium,F,7,5025,0,0.42857142857142855,0.25
3696,F,Flight,3,2,129,3,medium,M,9,5296,1,0.3333333333333333,0.25
3697,D,Flight,4,1,178,6,low,F,9,1116,1,0.16666666666666666,0.2
3698,F,Flight,5,2,211,2,medium,M,1,1609,1,3.0,0.1666666666666666
3699,A,Flight,3,2,169,3,high,F,5,5750,0,0.8999999999999999,0.25
3700,B,Flight,3,2,267,3,low,M,8,5922,0,0.375,0.25
3701,C,Flight,3,3,183,3,low,F,1,5959,1,3.0,0.25
3702,F,Flight,3,1,194,2,low,M,8,1010,1,0.375,0.25
3703,D,Flight,5,2,151,2,low,M,8,1669,0,0.1875,0.1666666666666666
3704,F,Flight,6,2,225,4,low,M,5,4184,1,0.6000000000000001,0.1428571428571428
3705,A,Flight,5,1,184,4,low,M,6,1791,1,0.2499999999999999,0.1666666666666666
3706,B,Flight,3,3,269,2,medium,F,1,4978,0,3.0,0.25
3707,C,Flight,3,2,274,2,medium,M,5,5161,0,0.6000000000000001,0.25
3708,F,Flight,5,2,142,2,high,M,7,5341,1,0.2571428571428571,0.1666666666666666
3709,D,Flight,4,2,140,4,low,M,6,5067,0,0.2499999999999999,0.2
3710,F,Flight,4,1,219,5,medium,M,5,1397,0,0.6000000000000001,0.2
3711,A,Flight,2,2,237,3,medium,M,2,5891,0,3.0,0.3333333333333333
3712,B,Flight,3,2,140,5,low,M,7,4370,1,0.2142857142857142,0.25
3713,C,Flight,5,2,105,5,low,F,10,5418,1,0.15000000000000002,0.1666666666666666
3714,F,Flight,3,2,192,2,low,M,6,4056,0,0.2499999999999999,0.25
3715,D,Flight,3,2,154,3,low,F,2,4990,1,0.75,0.25
3716,F,Flight,5,2,165,2,low,M,3,4005,1,0.5,0.1666666666666666
3717,A,Ship,5,2,197,4,low,F,2,5594,1,0.75,0.3333333333333333
3718,B,Ship,3,1,274,3,low,F,3,5156,0,0.5,0.5
3719,C,Ship,3,1,193,3,high,F,10,5991,1,0.8999999999999999,0.5
3720,F,Ship,3,2,252,4,high,M,4,2359,0,1.125,0.5
3721,D,Ship,4,2,224,2,low,M,6,4994,0,0.2499999999999999,0.4
3722,F,Ship,5,2,230,4,low,F,4,4782,1,0.375,0.3333333333333333
3723,A,Ship,4,2,174,3,medium,F,10,4318,1,0.12000000000000002,0.4
3724,B,Ship,3,1,226,3,medium,M,3,4940,1,1.0,0.5
3725,C,Ship,5,2,245,3,medium,M,9,5690,0,0.3333333333333333,0.3333333333333333
3726,F,Ship,5,2,206,5,medium,M,2,5766,0,1.5,0.3333333333333333
3727,D,Ship,3,1,241,3,low,M,2,4976,1,1.5,0.5
3728,F,Ship,3,1,148,4,high,F,1,4249,0,4.5,0.5
3729,A,Ship,5,1,181,3,low,M,7,5875,0,0.2142857142857142,0.3333333333333333
3730,B,Ship,4,2,146,3,low,F,8,5673,1,0.1875,0.4
3731,C,Ship,3,2,115,6,high,F,6,5636,1,0.30000000000000004,0.5
3732,F,Ship,4,1,201,3,low,F,10,1670,1,0.15000000000000002,0.4
3733,D,Ship,5,3,273,4,low,M,1,1352,1,3.0,0.3333333333333333
3734,F,Ship,5,2,228,5,low,F,6,4506,0,0.4999999999999998,0.3333333333333333
3735,A,Ship,4,1,185,3,low,F,2,4336,1,0.75,0.4
3736,B,Ship,6,1,170,3,low,F,10,4858,0,0.15000000000000002,0.2857142857142857
3737,C,Ship,4,2,156,2,low,M,7,5017,0,0.2142857142857142,0.4
3738,F,Ship,4,2,159,3,medium,M,3,5545,0,1.0,0.4
3739,D,Ship,5,2,263,2,high,F,8,4914,0,0.5625,0.3333333333333333
3740,F,Ship,3,1,159,3,medium,F,1,4314,1,1.2000000000000002,0.5
3741,A,Ship,5,1,241,3,low,F,10,4065,1,0.30000000000000004,0.3333333333333333
3742,B,Ship,5,2,167,3,medium,M,3,4267,1,1.0,0.3333333333333333
3743,C,Ship,4,2,231,3,low,M,4,1325,1,0.375,0.4
3744,F,Ship,4,2,233,2,low,F,5,4536,0,0.6000000000000001,0.4
3745,D,Ship,6,2,256,4,high,M,2,5021,0,4.5,0.2857142857142857
3746,F,Ship,3,3,205,4,high,F,3,4426,0,3.0,0.5
3747,A,Ship,2,3,180,2,high,M,1,4407,1,3.6,0.6666666666666666
3748,B,Ship,2,4,187,2,medium,F,10,5957,0,0.30000000000000004,0.6666666666666666
3749,C,Ship,3,2,250,2,medium,M,1,1303,1,3.0,0.5
3750,F,Ship,4,2,273,2,low,M,9,5151,0,0.16666666666666666,0.4
3751,D,Ship,3,2,224,2,low,F,10,4445,0,0.15000000000000002,0.5
3752,F,Ship,3,2,195,2,medium,M,8,4365,0,0.75,0.5
3753,A,Ship,4,2,148,2,low,M,9,1144,0,0.16666666666666666,0.4
3754,B,Ship,3,1,181,2,medium,F,4,5719,0,0.75,0.5
3755,C,Ship,5,1,111,4,high,F,2,5978,1,2.25,0.3333333333333333
3756,F,Ship,3,1,181,3,medium,F,9,4965,0,0.3333333333333333,0.5
3757,D,Ship,3,2,108,4,low,F,5,4617,1,0.12000000000000002,0.5
3758,F,Ship,4,2,188,5,low,F,1,5999,1,3.0,0.4
3759,A,Ship,6,2,231,4,low,F,7,4736,1,0.4285714285714284,0.2857142857142857
3760,B,Ship,2,1,230,3,low,F,4,5127,0,0.75,0.6666666666666666
3761,C,Ship,4,2,197,2,low,M,7,5449,0,0.4285714285714284,0.4
3762,F,Ship,3,2,252,3,high,F,6,5101,0,0.75,0.5
3763,D,Ship,6,1,237,5,medium,F,2,5437,1,1.5,0.2857142857142857
3764,F,Ship,4,2,182,3,medium,F,8,5453,1,0.375,0.4
3765,A,Ship,5,2,241,3,high,M,6,4157,0,1.5,0.3333333333333333
3766,B,Ship,4,1,247,2,medium,F,6,5833,1,0.5,0.4
3767,C,Ship,5,2,156,4,low,M,8,1824,0,0.1875,0.3333333333333333
3768,F,Ship,5,2,189,3,low,M,7,4741,1,0.2142857142857142,0.3333333333333333
3769,D,Ship,4,1,240,4,low,M,9,4471,1,0.3333333333333333,0.4
3770,F,Ship,3,2,196,3,medium,M,8,5832,0,0.375,0.5
3771,A,Ship,3,2,157,3,low,M,7,5100,0,0.2142857142857142,0.5
3772,B,Ship,2,3,203,4,medium,M,10,5097,0,0.30000000000000004,0.6666666666666666
3773,C,Ship,3,2,156,8,medium,F,9,5203,1,0.3333333333333333,0.5
3774,F,Ship,3,1,172,6,medium,F,5,5216,1,0.24000000000000005,0.5
3775,D,Ship,4,2,204,2,low,F,1,4533,0,1.5,0.4
3776,F,Ship,4,1,283,7,high,F,9,5252,1,0.5,0.4
3777,A,Ship,4,2,257,10,medium,M,4,4710,0,1.5,0.4
3778,B,Ship,2,2,147,2,medium,M,3,5136,1,0.4,0.6666666666666666
3779,C,Ship,4,2,229,3,low,F,6,5663,1,0.2499999999999999,0.4
3780,F,Ship,2,2,111,2,low,F,1,4296,1,0.6000000000000001,0.6666666666666666
3781,D,Ship,3,3,231,2,high,F,8,1652,0,0.5625,0.5
3782,F,Ship,4,2,197,3,low,F,6,5612,0,0.2499999999999999,0.4
3783,A,Ship,4,2,157,2,medium,F,5,1285,1,0.24000000000000005,0.4
3784,B,Ship,3,2,201,10,high,M,10,4956,0,0.8999999999999999,0.5
3785,C,Ship,4,2,247,10,high,M,10,5644,0,0.44999999999999996,0.4
3786,F,Ship,5,2,184,3,low,F,5,5045,0,0.30000000000000004,0.3333333333333333
3787,D,Ship,3,2,144,10,high,F,3,5307,0,1.5,0.5
3788,F,Ship,3,2,245,4,low,M,9,4139,0,0.16666666666666666,0.5
3789,A,Ship,3,2,163,3,low,M,5,5638,0,0.30000000000000004,0.5
3790,B,Ship,3,2,154,10,medium,F,3,4524,0,1.0,0.5
3791,C,Ship,4,2,245,2,low,M,8,5871,1,0.375,0.4
3792,F,Ship,3,1,268,10,medium,M,2,5626,1,1.5,0.5
3793,D,Ship,4,2,180,3,low,F,1,5677,1,0.6000000000000001,0.4
3794,F,Ship,2,2,230,3,low,F,7,4186,0,0.2142857142857142,0.6666666666666666
3795,A,Ship,4,4,197,2,low,F,2,5685,0,0.75,0.4
3796,B,Ship,3,3,252,3,high,F,4,4248,0,1.125,0.5
3797,C,Ship,6,2,237,5,medium,F,10,5434,0,0.30000000000000004,0.2857142857142857
3798,F,Ship,4,2,182,3,medium,M,7,4710,1,0.42857142857142855,0.4
3799,D,Ship,5,1,241,3,high,M,8,5306,1,0.5625,0.3333333333333333
3800,F,Ship,4,1,247,2,medium,F,3,4862,1,2.0,0.4
3801,A,Ship,5,2,156,4,low,M,1,5533,1,0.6000000000000001,0.3333333333333333
3802,B,Ship,5,4,189,3,low,F,1,4112,0,1.5,0.3333333333333333
3803,C,Ship,4,1,240,4,low,F,7,1104,1,0.4285714285714284,0.4
3804,F,Ship,3,3,196,3,medium,M,8,5204,0,0.375,0.5
3805,D,Ship,3,2,157,3,low,M,9,5807,1,0.06666666666666667,0.5
3806,F,Ship,2,2,203,4,medium,F,4,1012,0,0.75,0.6666666666666666
3807,A,Ship,3,2,156,8,medium,M,6,5637,1,0.5,0.5
3808,B,Ship,3,2,172,6,medium,F,1,4618,0,3.0,0.5
3809,C,Ship,4,2,204,2,low,M,7,4589,0,0.4285714285714284,0.4
3810,F,Road,4,2,283,7,high,F,1,4216,1,4.5,0.6
3811,D,Road,4,2,257,10,medium,F,3,5532,1,1.0,0.6
3812,F,Road,2,2,147,2,medium,F,8,5499,0,0.375,1.0
3813,A,Road,4,2,229,3,low,M,5,5225,1,0.30000000000000004,0.6
3814,B,Road,2,2,111,2,low,M,4,1177,1,0.375,1.0
3815,C,Road,3,2,231,2,high,F,6,4452,0,0.75,0.75
3816,F,Road,4,2,197,3,low,M,2,4113,1,1.5,0.6
3817,D,Road,4,2,157,2,medium,M,8,5398,0,0.375,0.6
3818,F,Road,3,2,201,10,high,F,7,4699,0,0.6428571428571428,0.75
3819,A,Road,4,2,247,10,high,M,10,5882,0,0.44999999999999996,0.6
3820,B,Road,5,2,184,3,low,F,2,5800,0,1.5,0.5
3821,C,Road,3,2,144,10,high,M,8,5460,1,0.225,0.75
3822,F,Road,3,2,245,4,low,M,4,5186,1,0.375,0.75
3823,D,Road,3,1,163,3,low,M,5,4570,1,0.12000000000000002,0.75
3824,F,Road,3,2,154,10,medium,F,1,5235,1,3.0,0.75
3825,A,Road,4,1,245,2,low,M,1,1252,0,3.0,0.6
3826,B,Road,3,2,268,10,medium,M,9,2664,0,0.3333333333333333,0.75
3827,C,Road,4,2,180,3,low,M,7,4435,1,0.17142857142857137,0.6
3828,F,Road,3,1,182,4,low,M,10,1690,1,0.15000000000000002,0.75
3829,D,Road,4,3,164,2,low,F,7,1801,0,0.2142857142857142,0.6
3830,F,Road,6,2,136,3,low,M,2,1187,1,0.30000000000000004,0.4285714285714285
3831,A,Road,6,2,290,5,medium,M,8,1512,1,0.375,0.4285714285714285
3832,B,Flight,6,2,134,3,medium,M,10,3595,1,0.12000000000000002,0.1428571428571428
3833,C,Flight,4,2,215,3,low,F,2,5563,1,0.75,0.2
3834,F,Flight,4,2,213,4,low,M,2,5857,1,0.75,0.2
3835,D,Flight,5,1,132,3,medium,F,4,4534,1,0.30000000000000004,0.1666666666666666
3836,F,Flight,3,2,220,4,low,M,2,5070,0,1.5,0.25
3837,A,Flight,3,1,215,2,low,F,8,5683,0,0.1875,0.25
3838,B,Flight,6,1,212,2,low,F,5,4804,1,0.30000000000000004,0.1428571428571428
3839,C,Flight,4,1,190,4,medium,F,5,5570,1,0.6000000000000001,0.2
